sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
竹東,新竹縣,33,,良好,1.6,0.27,23.2,18.5,19,9,6.7,7.4,0.6,0.2,27,2024-06-04 22:00,,0.3,10.1,20,1,121.08895493,24.74091408,23
湖口,新竹縣,63,細懸浮微粒,普通,2.4,0.48,28,30.5,39,20,20.7,21.8,1,0.9,110,2024-06-04 22:00,,0.4,20.3,38,2,121.03886894,24.90009696,22
龍潭,桃園市,58,細懸浮微粒,普通,1.7,0.46,32.2,33.6,32,16,22.3,23.3,1,1.3,330,2024-06-04 22:00,,0.4,18.2,33,1,121.21645772,24.86400048,21
平鎮,桃園市,44,,良好,1.3,0.44,41.7,40.8,26,12,16.4,17.1,0.7,0.4,265,2024-06-04 22:00,,0.4,13.7,31,1,121.203986,24.952786,20
觀音,桃園市,49,,良好,1.1,0.25,37.7,37.7,26,16,13.7,14.7,0.9,1.6,96,2024-06-04 22:00,,0.2,15.1,30,1,121.08283092,25.03556747,19
大園,桃園市,37,,良好,2.1,0.28,42,35.7,27,9,15.2,16.4,1.2,2.4,94,2024-06-04 22:00,,0.3,11.4,28,1,121.20251473,25.06100357,18
桃園,桃園市,40,,良好,1.7,0.38,41.7,40.8,23,16,14.3,14.9,0.6,1.9,81,2024-06-04 22:00,,0.4,12.3,25,1,121.30500531,24.9947107,17
大同,臺北市,63,細懸浮微粒,普通,0.6,0.77,20.3,19,39,20,30,45,14.9,-,-,2024-06-04 22:00,,0.9,20.5,41,0,121.51342074,25.06331455,16
松山,臺北市,48,,良好,2,0.28,36.1,30.2,30,12,16.8,18.1,1.2,0.9,59,2024-06-04 22:00,,0.3,14.7,29,1,121.578611,25.05,15
古亭,臺北市,38,,良好,1.3,0.19,51.4,41.7,22,9,6.3,7,0.7,3.4,54,2024-06-04 22:00,,0.2,10.9,22,1,121.529556,25.020608,14
萬華,臺北市,44,,良好,0.8,0.36,35.9,35.8,28,15,19.3,20.5,1.2,2.2,85,2024-06-04 22:00,,0.3,13.4,28,0,121.507972,25.046503,13
中山,臺北市,39,,良好,0.4,0.38,35.1,33.5,29,9,17.7,18.7,0.9,1.8,97,2024-06-04 22:00,,0.4,11.9,27,0,121.526528,25.062361,12
士林,臺北市,44,,良好,0.9,0.19,51.6,47.6,28,12,4.9,5.4,0.5,1.4,118,2024-06-04 22:00,,0.2,12.8,24,1,121.51666356,25.10334003,11
淡水,新北市,67,臭氧八小時,普通,1.2,0.17,59.9,60.3,30,12,2.6,3.1,0.4,5.2,140,2024-06-04 22:00,,0.2,10.5,33,1,121.449239,25.1645,10
林口,新北市,39,,良好,0.6,0.23,47,43.0,24,10,8.2,8.8,0.6,3.5,92,2024-06-04 22:00,,0.2,8.8,23,0,121.36548982,25.07798949,9
菜寮,新北市,40,,良好,1.3,0.29,44.9,43.7,25,8,11,11.7,0.6,3.6,82,2024-06-04 22:00,,0.3,8.6,25,1,121.481028,25.06895,8
新莊,新北市,38,,良好,0.4,0.31,41.1,40.1,21,11,12.4,12.6,0.2,3.6,66,2024-06-04 22:00,,0.3,11.8,25,0,121.4325,25.037972,7
板橋,新北市,35,,良好,0.5,0.36,43.6,38.4,28,7,13.6,14.5,0.8,1.4,31,2024-06-04 22:00,,0.4,8.6,26,0,121.458667,25.012972,6
土城,新北市,52,細懸浮微粒,普通,1.2,0.28,52.1,41.8,31,16,9.2,9.5,0.3,1.7,117,2024-06-04 22:00,,0.3,15.9,29,1,121.451861,24.982528,5
新店,新北市,47,,良好,1.2,0.23,55.5,50.3,26,17,6.8,7.3,0.5,0.8,92,2024-06-04 22:00,,0.2,14.4,24,1,121.537778,24.977222,4
萬里,新北市,34,,良好,1.4,0.21,25.4,37.9,22,8,12.9,15,2.1,1.4,221,2024-06-04 22:00,,0.2,9.4,24,0,121.689881,25.179667,3
汐止,新北市,42,,良好,1,0.18,48.2,45.3,26,12,7.8,8.5,0.7,1.2,66,2024-06-04 22:00,,0.2,9.5,22,1,121.64081,25.06624,2
基隆,基隆市,39,,良好,1.2,0.18,50.7,42.5,22,8,3.9,4.4,0.5,1.8,86,2024-06-04 22:00,,0.2,9.3,21,1,121.760056,25.129167,1
屏東(枋山),屏東縣,50,,良好,0.1,0.13,58.3,54.1,16,6,1.3,1.3,0,3.9,81,2024-06-04 21:00,,0.1,5.2,18,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,44,,良好,0,0.46,40.4,41.9,26,16,13,13.4,0.4,0.7,107,2024-06-04 21:00,,0.4,13.7,29,0,120.65525382,24.39017512,312
新北(樹林),新北市,56,細懸浮微粒,普通,0.5,0.43,25.8,23.1,26,16,24.3,27.5,3.2,0.2,197,2024-06-04 21:00,,0.4,17.4,30,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,47,,良好,1.3,0.25,42.6,51.1,16,14,8.8,9,0.1,2.2,359,2024-06-04 21:00,,0.2,13.7,23,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,45,,良好,0.2,0.18,53.6,49.9,12,6,5.8,6.2,0.3,0.2,46,2024-06-04 21:00,,0.1,7.5,17,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,44,,良好,0.8,0.2,38,47.8,3,3,2.5,3.3,0.8,1.1,67,2024-06-04 21:00,,0.1,6.3,13,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,68,細懸浮微粒,普通,1.4,0.29,54.4,58.0,25,20,8.6,8.7,0,0.3,5,2024-06-04 21:00,,0.3,22.3,39,1,120.56373,23.96117,201
大城,彰化縣,108,臭氧八小時,對敏感族群不健康,1.2,0.18,49.7,73.9,23,13,3.4,4.6,1.2,0.7,177,2024-06-04 21:00,,0.2,13.6,29,2,120.26964167,23.85493056,85
富貴角,新北市,64,臭氧八小時,普通,0.4,0.13,56.8,59.0,26,8,1.7,1.7,0,9,97,2024-06-04 21:00,,0.1,9.6,27,0,121.53656894,25.29681695,84
麥寮,雲林縣,80,臭氧八小時,普通,1.1,0.26,47.1,64.0,22,12,6.5,8.5,2,1,93,2024-06-04 21:00,,0.2,12.4,25,2,120.251825,23.753506,83
關山,臺東縣,41,,良好,0.9,0.2,33.6,44.3,24,14,4.5,4.8,0.2,0.8,253,2024-06-04 21:00,,0.1,8,22,0,121.161933,23.045083,80
馬公,澎湖縣,100,臭氧八小時,普通,1.4,0.23,66,70.1,23,11,5.2,5.4,0.1,2.2,359,2024-06-04 21:00,,0.2,11.3,31,1,119.566158,23.569031,78
金門,金門縣,46,,良好,1.5,0.22,41.3,50.7,20,12,8.5,9.4,0.9,1.1,331,2024-06-04 21:00,,0.2,12.4,18,2,118.312256,24.432133,77
馬祖,連江縣,71,臭氧八小時,普通,1,0.18,66.9,61.4,19,16,3.6,4.4,0.8,0.9,352,2024-06-04 21:00,,0.2,13,28,1,119.93149378,26.15188416,75
埔里,南投縣,40,,良好,1.1,0.23,41.8,40.0,19,8,3.4,4.4,0.9,0.4,310,2024-06-04 21:00,,0.2,12.4,21,1,120.967903,23.968842,72
復興,高雄市,44,,良好,1,0.51,32.9,47.4,14,5,16.9,19.7,2.7,0.5,116,2024-06-04 21:00,,0.4,7.3,19,1,120.312017,22.608711,71
永和,新北市,43,,良好,1,0.38,42.9,41.0,22,14,12.9,14.9,2,2.2,84,2024-06-04 21:00,,0.4,13.1,23,1,121.516306,25.017,70
竹山,南投縣,53,細懸浮微粒,普通,0.8,0.18,47.8,52.0,17,15,5.5,5.7,0.2,0.9,199,2024-06-04 21:00,,0.1,16.4,25,1,120.677306,23.756389,69
中壢,桃園市,57,二氧化氮,普通,1.7,1.54,13.5,15.7,32,16,40.6,67.3,26.6,0.7,287,2024-06-04 21:00,,1.5,17.7,36,1,121.221667,24.953278,68
三重,新北市,47,,良好,1.1,0.66,26.6,20.9,25,15,28.8,44.4,15.6,-,-,2024-06-04 21:00,,0.8,13.8,29,1,121.493806,25.072611,67
冬山,宜蘭縣,37,,良好,0.7,0.2,26.7,37.8,46,10,6,5.9,0,0.5,225,2024-06-04 21:00,,0.2,11.3,33,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1.1,0.31,23.8,,21,9,10.3,11.4,1.1,0.3,194,2024-06-04 21:00,,0.2,9.7,24,1,121.746394,24.747917,65
陽明,臺北市,87,臭氧八小時,普通,1.6,0.18,68.1,66.8,24,9,1.2,1.9,0.6,4,180,2024-06-04 21:00,,0.1,8.6,24,1,121.529583,25.182722,64
花蓮,花蓮縣,49,,良好,1.2,0.33,35.1,53.1,27,10,7.9,8.6,0.7,1.3,279,2024-06-04 21:00,,0.2,7.5,26,0,121.599769,23.971306,63
臺東,臺東縣,45,,良好,1.1,0.23,37.1,49.9,30,10,4.4,6.2,1.8,0.2,316,2024-06-04 21:00,,0.2,8.4,30,1,121.15045,22.755358,62
恆春,屏東縣,50,,良好,0.5,0.14,55.6,54.2,25,10,0.7,1,0.3,8.8,39,2024-06-04 21:00,,0.1,10.6,22,0,120.788928,21.958069,61
潮州,屏東縣,42,,良好,0.6,0.15,32.3,42.5,20,5,3.3,3.7,0.4,2,14,2024-06-04 21:00,,0.2,12.8,27,1,120.561175,22.523108,60
屏東,屏東縣,64,臭氧八小時,普通,1.1,0.22,40.9,59.0,12,7,6,6.8,0.7,1.3,3,2024-06-04 21:00,,0.3,13,26,1,120.488033,22.673081,59
小港,高雄市,44,,良好,0.5,0.35,32.8,46.5,7,11,16.7,17,0.3,1.7,56,2024-06-04 21:00,,0.2,13.5,21,1,120.337736,22.565833,58
前鎮,高雄市,44,,良好,0.7,0.42,32.8,47.0,8,8,16.4,19.6,3.2,1.5,12,2024-06-04 21:00,,0.3,9.3,20,1,120.30833356,22.6044507,57
前金,高雄市,47,,良好,0.5,0.35,40.6,51.7,4,2,8.6,8.9,0.3,1.5,6,2024-06-04 21:00,,0.2,6.5,15,0,120.28676111,22.63390278,56
左營,高雄市,48,,良好,0,0.27,38.5,52.5,8,13,11,11.9,0.8,2.2,44,2024-06-04 21:00,,0.2,13.1,18,0,120.292917,22.674861,54
楠梓,高雄市,45,,良好,0.8,0.23,38.4,49.6,12,11,11.2,12.2,1,1.5,84,2024-06-04 21:00,,0.2,12,21,1,120.328289,22.733667,53
林園,高雄市,47,,良好,0.8,0.24,39.2,51.4,21,12,7.9,8.7,0.8,2.4,27,2024-06-04 21:00,,0.2,12.8,32,0,120.41175,22.4795,52
大寮,高雄市,44,,良好,8.3,0.26,26.5,43.9,13,12,18.5,21.4,2.9,2.2,58,2024-06-04 21:00,,0.2,13.4,28,2,120.425311,22.56413611,51
鳳山,高雄市,41,,良好,1,0.36,36.2,44.5,8,8,10.6,12.1,1.4,0.7,101,2024-06-04 21:00,,0.4,11.6,25,1,120.357422,22.628126,50
仁武,高雄市,45,,良好,1,0.25,41.6,49.6,8,8,9.6,10.4,0.8,2,39,2024-06-04 21:00,,0.2,12.7,19,1,120.332631,22.689056,49
橋頭,高雄市,45,,良好,1,0.21,38.3,49.2,6,9,9,9.6,0.5,2.3,70,2024-06-04 21:00,,0.2,11.1,18,1,120.305689,22.757506,48
美濃,高雄市,50,,良好,0.8,0.18,45.3,54.4,10,1,3.4,4.1,0.7,0.8,143,2024-06-04 21:00,,0.2,8.7,16,0,120.530542,22.883583,47
臺南,臺南市,27,,良好,0.2,0.26,39.9,,9,7,7.4,7.9,0.5,0.8,18,2024-06-04 21:00,,0.2,8.2,14,1,120.21947897,22.98928311,46
安南,臺南市,47,,良好,1,0.21,45.8,51.1,12,4,5.7,6.1,0.4,0.3,316,2024-06-04 21:00,,0.2,8,17,1,120.2175,23.048197,45
善化,臺南市,44,,良好,0.8,0.18,40,48.7,5,8,11.5,12.1,0.6,0.4,280,2024-06-04 21:00,,0.1,11.2,15,1,120.29740529,23.11337642,44
新營,臺南市,51,臭氧八小時,普通,0.6,0.21,57.4,56.0,13,6,5.9,6.2,0.3,0.3,25,2024-06-04 21:00,,0.2,7,19,1,120.31725,23.305633,43
嘉義,嘉義市,58,臭氧八小時,普通,1.6,0.22,55.2,57.5,9,7,5,5.9,0.9,1.3,225,2024-06-04 21:00,,0.2,9.4,17,2,120.44125148,23.46477865,42
臺西,雲林縣,87,臭氧八小時,普通,0.6,0.2,49.5,66.3,15,4,3.3,4.3,1,1.3,32,2024-06-04 21:00,,0.2,8.9,24,1,120.19933333,23.702175,41
朴子,嘉義縣,61,臭氧八小時,普通,1.4,0.19,56.3,59.0,10,5,3,5,2,0.3,42,2024-06-04 21:00,,0.2,7.5,17,1,120.2478,23.46538,40
新港,嘉義縣,64,臭氧八小時,普通,1.8,0.2,59.1,59.9,34,15,5.1,6.5,1.3,0.4,62,2024-06-04 21:00,,0.1,16.7,45,1,120.345531,23.554839,39
崙背,雲林縣,64,臭氧八小時,普通,0.3,0.2,49.9,59.0,22,15,4.1,5.3,1.2,1.1,123,2024-06-04 21:00,,0.1,17,27,0,120.348742,23.757547,38
斗六,雲林縣,54,臭氧八小時,普通,1.2,0.28,55.9,56.2,20,16,7.8,9.1,1.3,0.2,281,2024-06-04 21:00,,0.2,14.7,27,1,120.544994,23.711853,37
南投,南投縣,48,,良好,0.7,0.25,55.4,52.4,29,18,7.2,8.5,1.3,1.5,147,2024-06-04 21:00,,0.2,12.4,29,0,120.685306,23.913,36
二林,彰化縣,90,臭氧八小時,普通,0.6,0.21,51.9,68.0,30,15,4,4.6,0.5,1.7,136,2024-06-04 21:00,,0.2,26.3,46,1,120.409653,23.925175,35
線西,彰化縣,97,臭氧八小時,普通,1,0.22,57.6,69.0,25,13,5.3,6,0.7,2.9,169,2024-06-04 21:00,,0.2,19.2,45,1,120.469061,24.131672,34
彰化,彰化縣,90,臭氧八小時,普通,0.9,0.27,57.7,67.8,30,17,6.4,7.6,1.2,1.3,193,2024-06-04 21:00,,0.2,18.1,39,1,120.541519,24.066,33
西屯,臺中市,64,臭氧八小時,普通,1.1,0.26,49.2,59.6,21,11,12.8,14.8,1.9,0.7,186,2024-06-04 21:00,,0.2,15.9,33,1,120.616917,24.162197,32
忠明,臺中市,50,,良好,1.3,0.28,54,54.6,19,13,6.5,7.4,0.8,0.8,154,2024-06-04 21:00,,0.3,13.2,28,1,120.641092,24.151958,31
大里,臺中市,59,細懸浮微粒,普通,1.1,0.29,52.1,53.4,25,17,8.6,9.3,0.6,1.6,276,2024-06-04 21:00,,0.3,18.8,32,1,120.67844444,24.09961111,30
沙鹿,臺中市,87,臭氧八小時,普通,0,0.31,50.3,66.3,21,14,9.8,10.1,0.3,2.1,131,2024-06-04 21:00,,0.3,17.8,40,1,120.568794,24.225628,29
豐原,臺中市,48,,良好,1.6,0.3,45.5,52.1,29,18,8.6,9.2,0.6,2.2,204,2024-06-04 21:00,,0.3,14.8,26,1,120.74252414,24.25699731,28
三義,苗栗縣,48,,良好,1,0.25,32.2,45.2,20,10,5.6,6.7,1.1,1.3,199,2024-06-04 21:00,,0.2,14.7,28,1,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,0.9,0.31,32.7,18.2,7,10,7.6,8.4,0.8,1.4,206,2024-06-04 21:00,,0.3,8.7,15,1,120.82011468,24.56499183,26
頭份,苗栗縣,32,,良好,1.7,0.32,31.9,20.7,20,10,8,9.1,1.1,0.3,142,2024-06-04 21:00,,0.3,9.9,20,1,120.89869286,24.69690679,25
新竹,新竹市,45,,良好,1.1,0.62,12.7,22.6,17,19,27.4,28.7,1.3,0.5,55,2024-06-04 21:00,,0.4,12.4,23,1,120.97236752,24.8056356,24
竹東,新竹縣,31,,良好,1.8,0.28,23,17.4,23,9,8,8.6,0.6,1.2,134,2024-06-04 21:00,,0.3,9.7,21,1,121.08895493,24.74091408,23
湖口,新竹縣,63,細懸浮微粒,普通,2.4,0.47,31.4,31.9,39,23,22.4,23.5,1.1,1.7,73,2024-06-04 21:00,,0.4,20.2,37,2,121.03886894,24.90009696,22
龍潭,桃園市,57,細懸浮微粒,普通,1.4,0.55,28.2,33.2,35,18,27,28.6,1.5,1.3,12,2024-06-04 21:00,,0.4,17.9,33,1,121.21645772,24.86400048,21
